Ensembl Gene ID	Ensembl Transcript ID	Gene Start (bp)	Gene End (bp)	Chromosome Name	Gene type
ENSG00000265550	ENST00000582243	6999253	6999353	4	miRNA
ENSG00000264658	ENST00000578126	7312177	7312251	4	miRNA
ENSG00000266690	ENST00000579577	7461755	7461845	4	miRNA
ENSG00000207807	ENST00000385072	8007028	8007108	4	miRNA
ENSG00000265364	ENST00000577852	8410894	8410980	19	miRNA
ENSG00000252648	ENST00000516839	16316513	16316597	X	miRNA
ENSG00000238623	ENST00000459470	16393759	16393855	X	miRNA
ENSG00000265144	ENST00000584298	16645135	16645208	X	miRNA
ENSG00000265390	ENST00000585029	8454174	8454264	19	miRNA
ENSG00000265528	ENST00000581156	8611743	8611812	19	miRNA
ENSG00000221221	ENST00000408294	23363312	23363407	10	miRNA
ENSG00000264574	ENST00000579553	23682334	23682396	10	miRNA
ENSG00000265379	ENST00000577851	9886685	9886771	19	miRNA
ENSG00000216102	ENST00000401283	9931204	9931281	19	miRNA
ENSG00000266247	ENST00000582439	9962104	9962192	19	miRNA
ENSG00000238726	ENST00000408553	9025059	9025206	4	miRNA
ENSG00000266204	ENST00000579442	10149030	10149089	19	miRNA
ENSG00000264266	ENST00000585009	10341089	10341161	19	miRNA
ENSG00000264372	ENST00000583856	9169955	9170020	4	miRNA
ENSG00000265465	ENST00000585270	17444004	17444077	X	miRNA
ENSG00000207930	ENST00000385195	24564614	24564710	10	miRNA
ENSG00000221566	ENST00000408639	10514134	10514214	19	miRNA
ENSG00000266246	ENST00000579255	9472697	9472784	4	miRNA
ENSG00000266069	ENST00000578627	25380385	25380483	10	miRNA
ENSG00000221275	ENST00000408348	9557789	9557937	4	miRNA
ENSG00000265901	ENST00000459267	9601952	9602051	4	miRNA
ENSG00000221410	ENST00000408483	10662798	10662880	19	miRNA
ENSG00000207972	ENST00000385237	10829080	10829179	19	miRNA
ENSG00000265879	ENST00000578076	10890930	10891011	19	miRNA
ENSG00000207752	ENST00000385019	10928102	10928172	19	miRNA
ENSG00000223018	ENST00000411086	18881682	18881826	X	miRNA
ENSG00000264566	ENST00000579846	20035206	20035305	X	miRNA
ENSG00000266822	ENST00000579338	21581190	21581281	X	miRNA
ENSG00000263577	ENST00000578607	27524846	27524929	10	miRNA
ENSG00000265819	ENST00000577374	22655109	22655194	X	miRNA
ENSG00000221786	ENST00000408859	23138949	23139022	X	miRNA
ENSG00000264931	ENST00000585238	10080235	10080316	4	miRNA
ENSG00000263425	ENST00000581149	23774289	23774398	X	miRNA
ENSG00000207716	ENST00000384983	11370451	11370545	4	miRNA
ENSG00000264184	ENST00000577723	24304662	24304794	X	miRNA
ENSG00000264746	ENST00000584512	24366926	24367023	X	miRNA
ENSG00000266669	ENST00000582396	12014971	12015065	4	miRNA
ENSG00000266240	ENST00000578707	13629489	13629581	4	miRNA
ENSG00000252092	ENST00000516283	13660251	13660337	4	miRNA
ENSG00000221343	ENST00000408416	12740548	12740599	19	miRNA
ENSG00000265506	ENST00000580722	24535357	24535457	X	miRNA
ENSG00000264224	ENST00000577230	24716239	24716308	X	miRNA
ENSG00000212075	ENST00000390786	25224487	25224577	X	miRNA
ENSG00000263800	ENST00000585074	12897942	12898006	19	miRNA
ENSG00000222374	ENST00000410442	28599782	28599888	10	miRNA
ENSG00000207732	ENST00000384999	20529898	20530007	4	miRNA
ENSG00000266831	ENST00000580641	15194	15277	GL000222.1	miRNA
ENSG00000238524	ENST00000459466	122779	122874	GL000222.1	miRNA
ENSG00000263509	ENST00000581985	28395080	28395178	X	miRNA
ENSG00000222262	ENST00000410330	24422799	24422924	4	miRNA
ENSG00000265001	ENST00000580737	24431455	24431523	4	miRNA
ENSG00000207697	ENST00000384964	24521815	24521913	4	miRNA
ENSG00000264496	ENST00000580712	25355592	25355693	4	miRNA
ENSG00000264090	ENST00000578142	29592395	29592475	X	miRNA
ENSG00000266257	ENST00000582731	30333202	30333295	X	miRNA
ENSG00000263600	ENST00000578518	32601773	32601869	X	miRNA
ENSG00000221348	ENST00000408421	32659591	32659676	X	miRNA
ENSG00000265627	ENST00000580172	26639012	26639112	4	miRNA
ENSG00000212045	ENST00000390756	29751818	29751932	4	miRNA
ENSG00000265036	ENST00000583584	43494180	43494273	HSCHR17_1	miRNA
ENSG00000265025	ENST00000579917	43918344	43918413	HSCHR17_1	miRNA
ENSG00000265035	ENST00000582495	33538366	33538464	4	miRNA
ENSG00000222864	ENST00000410932	35074448	35074575	X	miRNA
ENSG00000263814	ENST00000582673	34388376	34388459	4	miRNA
ENSG00000207612	ENST00000384880	29833933	29834026	10	miRNA
ENSG00000221729	ENST00000408802	36595470	36595565	X	miRNA
ENSG00000216035	ENST00000401216	29891193	29891275	10	miRNA
ENSG00000264319	ENST00000582704	37243532	37243613	4	miRNA
ENSG00000220997	ENST00000408070	30653996	30654077	10	miRNA
ENSG00000263411	ENST00000581205	26687677	26687757	HG883_PATCH	miRNA
ENSG00000221495	ENST00000408568	38240234	38240317	4	miRNA
ENSG00000221466	ENST00000408539	37883148	37883239	X	miRNA
ENSG00000263730	ENST00000580135	39520470	39520575	X	miRNA
ENSG00000263972	ENST00000583319	39696815	39696867	X	miRNA
ENSG00000252120	ENST00000516311	44436600	44436684	X	miRNA
ENSG00000239158	ENST00000459288	603166	603258	18	miRNA
ENSG00000207870	ENST00000385135	45605585	45605694	X	miRNA
ENSG00000238823	ENST00000458783	73185	73322	12	miRNA
ENSG00000222463	ENST00000410531	4988091	4988168	18	miRNA
ENSG00000252432	ENST00000516623	5661944	5662049	18	miRNA
ENSG00000272380	ENST00000606807	5840694	5840832	18	miRNA
ENSG00000266043	ENST00000577921	1769481	1769546	12	miRNA
ENSG00000221631	ENST00000408704	7738109	7738223	18	miRNA
ENSG00000263827	ENST00000580097	7840935	7841058	18	miRNA
ENSG00000238993	ENST00000459239	111481	111574	GL000212.1	miRNA
ENSG00000212067	ENST00000390778	8227101	8227183	18	miRNA
ENSG00000263630	ENST00000582159	10005097	10005194	18	miRNA
ENSG00000266146	ENST00000581537	13459946	13460025	18	miRNA
ENSG00000263527	ENST00000583168	13611113	13611199	18	miRNA
ENSG00000266606	ENST00000580433	13665114	13665165	18	miRNA
ENSG00000211528	ENST00000390194	13823914	13823985	18	miRNA
ENSG00000252234	ENST00000516425	14118593	14118701	18	miRNA
ENSG00000263922	ENST00000584761	69515271	69515340	HSCHR5_1_CTG1	miRNA
ENSG00000265481	ENST00000579337	14771248	14771326	18	miRNA
ENSG00000265499	ENST00000581101	14830165	14830241	18	miRNA
ENSG00000264498	ENST00000578192	69898425	69898512	HSCHR5_1_CTG1	miRNA
ENSG00000216205	ENST00000401386	18642344	18642434	18	miRNA
ENSG00000221493	ENST00000408566	19263471	19263558	18	miRNA
ENSG00000264183	ENST00000582102	19356839	19356938	18	miRNA
ENSG00000265568	ENST00000577673	19579530	19579612	18	miRNA
ENSG00000264817	ENST00000579822	20513312	20513401	18	miRNA
ENSG00000222999	ENST00000411067	20716399	20716476	18	miRNA
ENSG00000221389	ENST00000408462	21474079	21474170	18	miRNA
ENSG00000238411	ENST00000459169	9683191	9683272	21	miRNA
ENSG00000264462	ENST00000581792	9825832	9826011	21	miRNA
ENSG00000264063	ENST00000577708	9826203	9826263	21	miRNA
ENSG00000239179	ENST00000458847	9937696	9937777	21	miRNA
ENSG00000239107	ENST00000459307	9937936	9938018	21	miRNA
ENSG00000263839	ENST00000580016	10199943	10200025	21	miRNA
ENSG00000266211	ENST00000580304	14778705	14778781	21	miRNA
ENSG00000266299	ENST00000581787	15017096	15017171	21	miRNA
ENSG00000266367	ENST00000585000	34836774	34836866	HSCHR21_4_CTG1_1	miRNA
ENSG00000266838	ENST00000579980	15357768	15357840	21	miRNA
ENSG00000221450	ENST00000408523	2924323	2924410	9	miRNA
ENSG00000221730	ENST00000408803	4378423	4378494	9	miRNA
ENSG00000207713	ENST00000384980	7072862	7072929	12	miRNA
ENSG00000207708	ENST00000384975	7073260	7073354	12	miRNA
ENSG00000266316	ENST00000578546	24523	24637	GL000196.1	miRNA
ENSG00000199065	ENST00000362195	4850291	4850381	9	miRNA
ENSG00000238362	ENST00000459392	4968097	4968185	9	miRNA
ENSG00000263575	ENST00000581132	6007826	6007904	9	miRNA
ENSG00000221708	ENST00000408781	9425461	9425558	9	miRNA
ENSG00000264638	ENST00000579801	18573304	18573377	9	miRNA
ENSG00000223211	ENST00000411279	18834835	18834925	9	miRNA
ENSG00000266224	ENST00000401371	19829751	19829845	9	miRNA
ENSG00000221744	ENST00000408817	20295002	20295086	9	miRNA
ENSG00000263790	ENST00000583731	20411146	20411236	9	miRNA
ENSG00000264941	ENST00000579189	20502263	20502340	9	miRNA
ENSG00000252324	ENST00000516515	20576216	20576300	9	miRNA
ENSG00000207609	ENST00000384877	20716104	20716187	9	miRNA
ENSG00000221497	ENST00000408570	17065527	17065622	21	miRNA
ENSG00000199177	ENST00000362307	21512114	21512184	9	miRNA
ENSG00000266732	ENST00000582560	21808057	21808123	9	miRNA
ENSG00000265572	ENST00000578068	22953018	22953102	9	miRNA
ENSG00000216088	ENST00000401269	24872710	24872796	9	miRNA
ENSG00000266429	ENST00000582085	26614038	26614123	9	miRNA
ENSG00000215966	ENST00000401147	28863624	28863704	9	miRNA
ENSG00000215939	ENST00000401120	28888877	28888953	9	miRNA
ENSG00000221111	ENST00000408184	30771095	30771197	9	miRNA
ENSG00000207638	ENST00000384906	17911409	17911489	21	miRNA
ENSG00000211510	ENST00000390176	30774226	30774317	9	miRNA
ENSG00000199030	ENST00000362160	17912143	17912236	21	miRNA
ENSG00000207863	ENST00000385128	17962557	17962645	21	miRNA
ENSG00000221696	ENST00000408769	32764294	32764420	9	miRNA
ENSG00000222169	ENST00000410237	33042107	33042214	9	miRNA
ENSG00000266026	ENST00000583174	8382368	8382433	12	miRNA
ENSG00000266881	ENST00000577522	34296377	34296428	9	miRNA
ENSG00000221335	ENST00000408408	19264028	19264116	21	miRNA
ENSG00000221307	ENST00000408380	8476927	8477027	12	miRNA
ENSG00000221104	ENST00000408177	8519282	8519427	12	miRNA
ENSG00000266218	ENST00000581233	8579196	8579283	12	miRNA
ENSG00000211542	ENST00000390208	9280467	9280581	12	miRNA
ENSG00000263579	ENST00000578988	28633480	28633562	HSCHR15_1_CTG4	miRNA
ENSG00000265006	ENST00000580167	28682937	28683030	HSCHR15_1_CTG4	miRNA
ENSG00000264457	ENST00000582207	28747518	28747611	HSCHR15_1_CTG4	miRNA
ENSG00000266882	ENST00000579353	28779951	28780033	HSCHR15_1_CTG4	miRNA
ENSG00000266230	ENST00000578762	20504944	20505031	13	miRNA
ENSG00000263978	ENST00000584834	21007917	21007985	13	miRNA
ENSG00000265710	ENST00000581760	21277842	21277922	13	miRNA
ENSG00000240341	ENST00000468851	23453264	23453338	13	miRNA
ENSG00000266633	ENST00000580721	9699564	9699633	12	miRNA
ENSG00000264001	ENST00000585288	19097	19180	GL000230.1	miRNA
ENSG00000266558	ENST00000579804	33748	33830	GL000230.1	miRNA
ENSG00000241601	ENST00000478618	33986	34068	GL000230.1	miRNA
ENSG00000265604	ENST00000583385	37003	37085	GL000230.1	miRNA
ENSG00000240010	ENST00000459404	40401	40482	GL000230.1	miRNA
ENSG00000273285	ENST00000593730	28743697	28743804	HSCHR6_MHC_MANN	miRNA
ENSG00000273120	ENST00000584175	28763753	28763816	HSCHR6_MHC_MANN	miRNA
ENSG00000221128	ENST00000408201	11694857	11694979	12	miRNA
ENSG00000207730	ENST00000384997	1102484	1102578	1	miRNA
ENSG00000207607	ENST00000384875	1103243	1103332	1	miRNA
ENSG00000198976	ENST00000362106	1104385	1104467	1	miRNA
ENSG00000207983	ENST00000385248	12917583	12917677	12	miRNA
ENSG00000207817	ENST00000385082	13068763	13068852	12	miRNA
ENSG00000207776	ENST00000385042	3477259	3477354	1	miRNA
ENSG00000264428	ENST00000579705	3800628	3800697	1	miRNA
ENSG00000264341	ENST00000579887	5624131	5624203	1	miRNA
ENSG00000216045	ENST00000401226	5875931	5876019	1	miRNA
ENSG00000264101	ENST00000582517	5922732	5922801	1	miRNA
ENSG00000266687	ENST00000585151	5953899	5953984	1	miRNA
ENSG00000265392	ENST00000585139	6489894	6489956	1	miRNA
ENSG00000252445	ENST00000516636	13740814	13740918	12	miRNA
ENSG00000207865	ENST00000385130	9211727	9211836	1	miRNA
ENSG00000252841	ENST00000517032	9338450	9338592	1	miRNA
ENSG00000265521	ENST00000578045	10027439	10027516	1	miRNA
ENSG00000264881	ENST00000577266	10287776	10287861	1	miRNA
ENSG00000264181	ENST00000582090	11058233	11058320	1	miRNA
ENSG00000263676	ENST00000584158	12251770	12251830	1	miRNA
ENSG00000221666	ENST00000408739	136235	136317	GL000205.1	miRNA
ENSG00000221397	ENST00000408470	138777	138857	GL000205.1	miRNA
ENSG00000266596	ENST00000581664	139016	139098	GL000205.1	miRNA
ENSG00000265703	ENST00000580527	144571	144653	GL000205.1	miRNA
ENSG00000220994	ENST00000408067	152040	152122	GL000205.1	miRNA
ENSG00000221692	ENST00000408765	164643	164725	GL000205.1	miRNA
ENSG00000221570	ENST00000408643	165363	165438	GL000205.1	miRNA
ENSG00000263455	ENST00000580657	168185	168260	GL000205.1	miRNA
ENSG00000252986	ENST00000517177	590370	590450	7	miRNA
ENSG00000199023	ENST00000362153	1062569	1062662	7	miRNA
ENSG00000266391	ENST00000580559	1820330	1820427	7	miRNA
ENSG00000265089	ENST00000580817	1883816	1883889	7	miRNA
ENSG00000264357	ENST00000580107	2566708	2566779	7	miRNA
ENSG00000211544	ENST00000390210	3458699	3458781	7	miRNA
ENSG00000264474	ENST00000579503	4828196	4828270	7	miRNA
ENSG00000263808	ENST00000581435	5315967	5316046	7	miRNA
ENSG00000207973	ENST00000385238	5535450	5535548	7	miRNA
ENSG00000263900	ENST00000579427	5567734	5567817	7	miRNA
ENSG00000264605	ENST00000577644	6122736	6122805	7	miRNA
ENSG00000265245	ENST00000577401	6731608	6731690	7	miRNA
ENSG00000240396	ENST00000482332	4607	4688	GL000243.1	miRNA
ENSG00000263953	ENST00000582285	5755	5838	GL000243.1	miRNA
ENSG00000241559	ENST00000476361	8050	8132	GL000243.1	miRNA
ENSG00000263457	ENST00000583644	6918176	6918263	7	miRNA
ENSG00000221011	ENST00000408084	7034846	7034949	7	miRNA
ENSG00000264679	ENST00000578180	7106242	7106323	7	miRNA
ENSG00000266287	ENST00000580847	7106595	7106676	7	miRNA
ENSG00000263504	ENST00000580594	7106998	7107080	7	miRNA
ENSG00000265155	ENST00000581847	7107675	7107757	7	miRNA
ENSG00000266409	ENST00000580342	7107818	7107900	7	miRNA
ENSG00000266121	ENST00000581017	7108454	7108535	7	miRNA
ENSG00000265212	ENST00000577980	8194566	8194652	7	miRNA
ENSG00000264766	ENST00000581313	9634247	9634353	7	miRNA
ENSG00000221428	ENST00000408501	14815031	14815148	7	miRNA
ENSG00000265876	ENST00000579508	18033058	18033123	7	miRNA
ENSG00000273288	ENST00000583926	4961	5048	17	miRNA
ENSG00000265403	ENST00000577885	885276	885361	17	miRNA
ENSG00000264429	ENST00000578566	925716	925799	17	miRNA
ENSG00000265504	ENST00000582190	1733135	1733217	17	miRNA
ENSG00000267200	ENST00000591554	1953202	1953302	17	miRNA
ENSG00000267195	ENST00000586026	1953565	1953674	17	miRNA
ENSG00000221200	ENST00000408273	2651372	2651476	17	miRNA
ENSG00000264468	ENST00000582609	6558759	6558828	17	miRNA
ENSG00000266484	ENST00000578858	101881601	101881686	HG115_PATCH	miRNA
ENSG00000263739	ENST00000581766	101936383	101936467	HG115_PATCH	miRNA
ENSG00000199053	ENST00000362183	7126616	7126698	17	miRNA
ENSG00000263329	ENST00000571116	102049022	102049135	HG115_PATCH	miRNA
ENSG00000264005	ENST00000583321	7991374	7991465	17	miRNA
ENSG00000266638	ENST00000579470	8090493	8090577	17	miRNA
ENSG00000266124	ENST00000581803	585316	585368	16	miRNA
ENSG00000266235	ENST00000582210	593277	593366	16	miRNA
ENSG00000207579	ENST00000384847	820183	820277	16	miRNA
ENSG00000265529	ENST00000581279	1429290	1429424	16	miRNA
ENSG00000265406	ENST00000583607	16569924	16570006	22	miRNA
ENSG00000264612	ENST00000584802	16575148	16575230	22	miRNA
ENSG00000265270	ENST00000581323	16576109	16576191	22	miRNA
ENSG00000221084	ENST00000408157	17079607	17079694	22	miRNA
ENSG00000199038	ENST00000362168	568089	568198	11	miRNA
ENSG00000264671	ENST00000584406	951295	951364	11	miRNA
ENSG00000265587	ENST00000580120	1785161	1785255	11	miRNA
ENSG00000264493	ENST00000584380	1880694	1880766	11	miRNA
ENSG00000252187	ENST00000516378	1941339	1941488	11	miRNA
ENSG00000263570	ENST00000584133	3020991	3021102	2	miRNA
ENSG00000207805	ENST00000385070	2155364	2155439	11	miRNA
ENSG00000265258	ENST00000584128	2194293	2194368	11	miRNA
ENSG00000215960	ENST00000401141	4276018	4276108	2	miRNA
ENSG00000264233	ENST00000582112	535955	535997	5	miRNA
ENSG00000221244	ENST00000408317	1004302	1004392	5	miRNA
ENSG00000263834	ENST00000583759	1063011	1063089	5	miRNA
ENSG00000263670	ENST00000580663	1309425	1309492	5	miRNA
ENSG00000223036	ENST00000411104	3688140	3688262	3	miRNA
ENSG00000265180	ENST00000577799	5291862	5291940	3	miRNA
ENSG00000266293	ENST00000584638	8048164	8048248	3	miRNA
ENSG00000265330	ENST00000584921	8737000	8737076	3	miRNA
ENSG00000264097	ENST00000579448	8737735	8737803	3	miRNA
ENSG00000266275	ENST00000583001	8737863	8737942	3	miRNA
ENSG00000265169	ENST00000583533	8741697	8741784	3	miRNA
ENSG00000266778	ENST00000579477	8812877	8812973	3	miRNA
ENSG00000266001	ENST00000578447	9467941	9468034	3	miRNA
ENSG00000264534	ENST00000578876	10371913	10371969	3	miRNA
ENSG00000216135	ENST00000401316	10436173	10436246	3	miRNA
ENSG00000239167	ENST00000459448	10523647	10523709	3	miRNA
ENSG00000265870	ENST00000583987	12112538	12112621	3	miRNA
ENSG00000265457	ENST00000584493	13759417	13759507	3	miRNA
ENSG00000238827	ENST00000408341	13779558	13779629	3	miRNA
ENSG00000263487	ENST00000577923	130135952	130136045	HG1308_PATCH	miRNA
ENSG00000266214	ENST00000581309	141559618	141559669	HG7_PATCH	miRNA
ENSG00000264821	ENST00000579202	72138047	72138146	HG1257_PATCH	miRNA
ENSG00000264427	ENST00000581597	72162874	72162949	HG1257_PATCH	miRNA
ENSG00000265426	ENST00000581599	79374516	79374578	HG271_PATCH	miRNA
ENSG00000266303	ENST00000583105	79424904	79424988	HG271_PATCH	miRNA
ENSG00000265383	ENST00000584869	47847188	47847286	HG1211_PATCH	miRNA
ENSG00000269325	ENST00000598358	70718375	70718473	HG865_PATCH	miRNA
ENSG00000266280	ENST00000578864	73176274	73176354	HG1257_PATCH	miRNA
ENSG00000263190	ENST00000570942	73656155	73656251	HG1257_PATCH	miRNA
ENSG00000263294	ENST00000576818	74036304	74036381	HG1257_PATCH	miRNA
ENSG00000265726	ENST00000570302	75380154	75380226	HG1257_PATCH	miRNA
ENSG00000269317	ENST00000601779	45605402	45605511	HG1435_PATCH	miRNA
ENSG00000268666	ENST00000599058	45606260	45606369	HG1435_PATCH	miRNA
ENSG00000269351	ENST00000595938	36595513	36595608	HG1423_PATCH	miRNA
ENSG00000261850	ENST00000576326	61129359	61129435	HG506_HG507_HG1000_PATCH	miRNA
ENSG00000265022	ENST00000581162	61139968	61140069	HG506_HG507_HG1000_PATCH	miRNA
ENSG00000269735	ENST00000593838	50388118	50388209	HG1433_PATCH	miRNA
ENSG00000269724	ENST00000598243	63005472	63005557	HG1437_PATCH	miRNA
ENSG00000269643	ENST00000594573	52886034	52886117	HG1433_PATCH	miRNA
ENSG00000269233	ENST00000593372	53229672	53229771	HG1433_PATCH	miRNA
ENSG00000269370	ENST00000595546	53299223	53299341	HG1433_PATCH	miRNA
ENSG00000268251	ENST00000594058	53300192	53300274	HG1433_PATCH	miRNA
ENSG00000268415	ENST00000598206	100682381	100682483	HG1439_PATCH	miRNA
ENSG00000269677	ENST00000593436	76225239	76225336	HG1425_PATCH	miRNA
ENSG00000268634	ENST00000596935	113872730	113872836	HG1462_PATCH	miRNA
ENSG00000269740	ENST00000597536	113875905	113875989	HG1462_PATCH	miRNA
ENSG00000268450	ENST00000601359	113888014	113888093	HG1462_PATCH	miRNA
ENSG00000268137	ENST00000599963	113951703	113951814	HG1462_PATCH	miRNA
ENSG00000269213	ENST00000597659	113999654	113999733	HG1462_PATCH	miRNA
ENSG00000268661	ENST00000597235	114059924	114060034	HG1462_PATCH	miRNA
ENSG00000267851	ENST00000594889	142533994	142534123	HG1458_PATCH	miRNA
ENSG00000270758	ENST00000577983	144228060	144228125	HG1287_PATCH	miRNA
ENSG00000267962	ENST00000598897	134340591	134340676	HG1443_HG1444_PATCH	miRNA
ENSG00000268880	ENST00000597733	134702596	134702695	HG1443_HG1444_PATCH	miRNA
ENSG00000268676	ENST00000595147	140008337	140008384	HG1453_PATCH	miRNA
ENSG00000269218	ENST00000600052	114940282	114940337	HG1462_PATCH	miRNA
ENSG00000270626	ENST00000604563	144515182	144515273	HG1287_PATCH	miRNA
ENSG00000270519	ENST00000604272	145818577	145818668	HG1287_PATCH	miRNA
ENSG00000271636	ENST00000583298	149693492	149693557	HG1287_PATCH	miRNA
ENSG00000270867	ENST00000580829	150423724	150423815	HG1287_PATCH	miRNA
ENSG00000271055	ENST00000605520	106056273	106056350	HG1592_PATCH	miRNA
ENSG00000271512	ENST00000604631	106057407	106057466	HG1592_PATCH	miRNA
ENSG00000270221	ENST00000603984	106178260	106178329	HG1592_PATCH	miRNA
ENSG00000271388	ENST00000604286	106323850	106323909	HG1592_PATCH	miRNA
ENSG00000271528	ENST00000604403	106323910	106323969	HG1592_PATCH	miRNA
ENSG00000271087	ENST00000605427	106324080	106324139	HG1592_PATCH	miRNA
ENSG00000270844	ENST00000603692	106324502	106324579	HG1592_PATCH	miRNA
ENSG00000270752	ENST00000603251	106324672	106324749	HG1592_PATCH	miRNA
ENSG00000270952	ENST00000605562	106324891	106324960	HG1592_PATCH	miRNA
ENSG00000270310	ENST00000604410	106325821	106325890	HG1592_PATCH	miRNA
